Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,emmali_notes
19186,Tompkins,TRUMANSBURG (V) / Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station","2,300","$3,884,000",45,"$9,064,478,820",
18836,Tompkins,DRYDEN WD / Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,"$3,588,518",35,"$9,068,067,338",
19348,Tompkins,BOLTON POINT / Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System","3,600","$540,377",15,"$9,068,607,715",
19347,Tompkins,BOLTON POINT / Cayuga Heights (V),"Lead Service Line Inventory, Upgrade Distribution System","3,600","$345,951",15,"$9,068,953,666",
18660,Ulster,ELLENVILLE (VILLAGE) WATER DIS / Ellenville (V),"Phase 2 of #15003 - New Well - replace GWUDI wells & other Improvements, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","4,323","$2,800,000",2215,"$9,071,753,666",
18700,Ulster,ROSENDALE WATER DISTRICT / Rosendale (T),"Phase 2 of project 18111. Cost overrun., Upgrade Surface Water Treatment Rule Compliance Facility, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","2,200","$2,070,000",2150,"$9,073,823,666",
15616,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),New Storage,"4,800",$0,55,"$9,073,823,666",
18058,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Replacement of Mink Hollow Raw Water Intake, Upgrade Other Expenses, Upgrade Other (OT)","24,000",$0,50,"$9,073,823,666",
18507,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System","24,000",$0,45,"$9,073,823,666",
18999,Ulster,NEW PALTZ (V) / New Paltz (V),"Phase 2 Water System Upgrades, Upgrade Distribution System","6,818","$2,841,300",40,"$9,076,664,966",
19396,Ulster,NEW PALTZ (V) / New Paltz (V),"Lead Service Line Inventory., Upgrade Distribution System","7,324","$193,125",40,"$9,076,858,091",
19597,Ulster,KINGSTON (CITY) WATER DEPARTMENT / Kingston (C),"Lead Service Line Inventory., Upgrade Distribution System","24,069","$540,000",35,"$9,077,398,091",
18744,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Port Ewen WD upgrades to water treatment pland and distribution system infrastructure , Upgrade Water Treatment Plant, Upgrade Distribution System","4,800",$0,30,"$9,077,398,091",
19279,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System, New Inter-Connection","4,500","$3,099,200",30,"$9,080,497,291",
19037,Ulster,ULSTER WATER DISTRICT / Ulster (T),"0.45 MG Storage Tank Replacement, Upgrade Storage","5,500","$1,880,000",25,"$9,082,377,291",
19265,Ulster,HIGHLAND WATER DISTRICT / Lloyd (T),"Upgrades to filter equipment, pumps, etc at filtration plant, Upgrade Water Treatment Plant","11,133","$4,698,500",20,"$9,087,075,791",
19169,Ulster,WALLKILL WATER DISTRICT / Shawangunk (T),"New GW Source, Disinfection, and Distribution for Wallkill Water district., New Ground Water Source, New Distribution System","1,680","$1,699,500",15,"$9,088,775,291",
19390,Ulster,PORT EWEN WD / Esopus (T),"Lead Service Line Inventory, Upgrade Distribution System","4,500","$228,000",15,"$9,089,003,291",
19394,Ulster,NEW PALTZ WD / New Paltz (T),"Lead Service Line Inventory., Upgrade Distribution System","1,775","$90,125",15,"$9,089,093,416",
19364,Ulster,LLOYD (T) / Lloyd (T),"Water storage tank replacement at Highland Water Treatment Facility, Upgrade Storage","11,133","$2,645,000",15,"$9,091,738,416",
18751,Warren,NORTH CREEK WATER DISTRICT / Johnsburg (T),"New Storage tank to replace South Tank and Distribution System Upgrades., New Storage, Upgrade Pump Station, Upgrade Distribution System","1,000",$0,60,"$9,091,738,416",
19262,Warren,CHESTERTOWN WD / Chester (T),"New well, upgrade distribution system, replace AC pipe, New Ground Water Source, Upgrade Distribution System",750,"$2,947,000",50,"$9,094,685,416",
19493,Warren,QUEENSBURY WATER DISTRICT / Queensbury (T),"Extension to Jenkinsville to serve private wells contaminated with 1,4-Dioxane., New Distribution System",425,"$7,316,272",45,"$9,102,001,688",
19632,Warren,GLENS FALLS (C) / Glens Falls (C),"Lead service line replacement., Upgrade Distribution System",421,"$257,500",35,"$9,102,259,188",
19631,Warren,GLENS FALLS (C) / Glens Falls (C),"Lead service line inventory., Upgrade Distribution System","14,784","$533,540",35,"$9,102,792,728",
18975,Warren,GLENS FALLS (C) / Glens Falls (C),"Water Filtration Plant filter repairs., Upgrade Water Treatment Plant","14,700","$1,864,650",35,"$9,104,657,378",
18593,Warren,WARRENSBURG WATER DISTRICT / Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission","3,600",$0,35,"$9,104,657,378",
19763,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main in the Grant Ave Area, Upgrade Distribution System",210,"$3,059,100",30,"$9,107,716,478",
19762,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main in Windy Ridge Area,",273,"$6,252,100",30,"$9,113,968,578",
19761,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main around Harrison Ave, Upgrade Distribution System",333,"$3,481,400",30,"$9,117,449,978",
19759,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Watermain around Gage Street, Upgrade Distribution System",237,"$3,481,400",30,"$9,120,931,378",
19757,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of WM around Mason Street, Upgrade Distribution System",429,"$5,345,700",30,"$9,126,277,078",
19755,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of WM around Grand Street, Upgrade Distribution System",339,"$4,367,200",30,"$9,130,644,278",
19753,Warren,GLENS FALLS (C) / Glens Falls (C),"Cooper Street WM Replacement, Upgrade Distribution System",213,"$4,439,300",30,"$9,135,083,578",
19513,Warren,DIAMOND POINT WD / Lake George (T),"Replacement of Aged Water Main, Upgrade Distribution System",495,"$1,485,260",30,"$9,136,568,838",
18431,Warren,LAKE LUZERNE (T) / Lake Luzerne (T),"Rehabilitate existiting water storage tank and replace water mains. , Upgrade Storage, Upgrade Distribution System","2,500","$2,573,000",30,"$9,139,141,838",
18426,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of aged water main, Upgrade Distribution System","1,184","$30,426,200",30,"$9,169,568,038",
19263,Warren,BOLTON WATER DISTRICT / Bolton (T),"Phase II Water System Improvements., Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)","1,800","$3,670,920",30,"$9,173,238,958",
19449,Warren,LAKE LUZERNE (T) / Lake Luzerne (T),"Lead service line inventory., Upgrade Distribution System","2,500","$650,342",25,"$9,173,889,300",
19522,Warren,BOLTON (T) / Bolton (T),"Rehabilitation of Edgecomb Pond Dam, Upgrade Surface Water Source","1,800","$2,165,575",20,"$9,176,054,875",
18837,Warren,QUEENSBURY WATER DISTRICT / Queensbury (T),"Ridge Road Water Main Improvements., Upgrade Distribution System","21,200","$1,415,000",10,"$9,177,469,875",
18575,Washington,GREENWICH VILLAGE / Greenwich (V),"Mn Treatment, Replace Existing Wells , Replace Transm Main, Water Metering., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission, Upgrade Distribution System","2,000","$11,000,000",1105,"$9,188,469,875",
19828,Washington,ARGYLE (V) / Argyle (V),"Upgrade Source, Rehab Storage, Upgrade Distribution, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",725,"$14,800,000",105,"$9,203,269,875",
18877,Washington,NORTH GRANVILLE WD #1 / Granville (T),"Source development and disribution improvements for the North Granville WD., Upgrade Ground Water Source, Upgrade Distribution System",800,"$2,825,625",70,"$9,206,095,500",
18458,Washington,FORT EDWARD VILLAGE / Fort Edward (V),"Hill Storage Tank Replacement and Upgrade PS and Distribution., New Storage, Upgrade Pump Station, Upgrade Distribution System","3,150",$0,45,"$9,206,095,500",
19035,Washington,FORT ANN (V) / Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",460,"$380,000",40,"$9,206,475,500",
19876,Washington,WHITEHALL (V) / Whitehall (V),"Lead service line inventory., Upgrade Distribution System","2,400","$1,134,110",40,"$9,207,609,610",
19825,Washington,WHITEHALL (V) / Whitehall (V),"Water valve replacement, Upgrade Distribution System","2,770","$1,200,000",35,"$9,208,809,610",
18977,Washington,WHITEHALL (V) / Whitehall (V),"Replace old water distribution system., Upgrade Distribution System","2,770","$5,145,000",35,"$9,213,954,610",
19816,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 1: Warren Street Canal Crossing, Water Pumping Station Discharge Piping, Maple Street Canal Crossing, & Pearl Street WM Replacement, Upgrade Distribution System","2,400","$6,444,950",35,"$9,220,399,560",
19819,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 4 Water Main Replacement, Upgrade Distribution System","2,400","$13,925,000",30,"$9,234,324,560",
19817,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 2 Water Main Replacement, Upgrade Distribution System","2,400","$11,050,000",30,"$9,245,374,560",
19818,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 3 Water Main Replacement, Upgrade Distribution System","2,400","$12,400,000",30,"$9,257,774,560",
18970,Washington,HUDSON FALLS (V) / Hudson Falls (V),"WM Replacement on Beech, Willow, and Williams Streets., Upgrade Distribution System","7,053","$840,000",25,"$9,258,614,560",
19215,Wayne,NEWARK VILLAGE / Newark (V),"New 4.0 MG storage tank to replace Allerton Reservoir, New Storage","9,682",$0,1080,"$9,258,614,560",
19211,Wayne,WOLCOTT (V) / Wolcott (V),"Village of Wolcott WTP Upgrades, Upgrade Water Treatment Plant","2,465","$8,400,000",60,"$9,267,014,560",
19232,Wayne,CLYDE (V) / Clyde (V),"Replace well pumps, well improvements, upgrade chemical feed system, site improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source","2,269","$2,544,000",55,"$9,269,558,560",
18925,Wayne,CLYDE (V) / Clyde (V),"Main replacement on Glasgow St., Upgrade Distribution System",226,"$2,950,000",35,"$9,272,508,560",
18899,Wayne,WAYNE COUNTY WATER & SEWER AUTH / Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances., Upgrade Distribution System","5,500","$14,332,625",30,"$9,286,841,185",
19197,Wayne,ROSE (T) / Rose (T),"Catchpole Wellfield Upgrades to address Fe/Mn and Sulfide, Upgrade Water Treatment Plant","1,950","$2,141,780",30,"$9,288,982,965",
18892,Wayne,WAYNE COUNTY WATER & SEWER AUTH / WCWSA (T),"Macedon & (T) Marion Water Main Replacement., Upgrade Distribution System",500,"$4,037,000",20,"$9,293,019,965",
18891,Wayne,WAYNE COUNTY WATER & SEWER AUTH / WCWSA,"East Side Water Main Extension., Extend Distribution System",150,"$3,450,700",20,"$9,296,470,665",
19198,Wayne,WILLIAMSON (T) / Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System","6,757","$3,189,900",20,"$9,299,660,565",
18902,Wayne,WAYNE COUNTY WATER & SEWER AUTH / Marion (T),"Interconnections to improve water system efficiency., Upgrade Distribution System","1,000","$3,647,200",20,"$9,303,307,765",
18269,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Phase 2 of #18654 & #17488, New Surface Water Treatment Rule Compliance Facility","55,210","$83,000,000",125,"$9,386,307,765",
17488,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Funding Phase 1a of Project. Construction of 30 MGD filter plant, New Surface Water Treatment Rule Compliance Facility","46,054","$55,000,000",125,"$9,441,307,765",
18954,Westchester,SOMERS HAMLET WD / Somers (T),"New drinking water distribution system to address PFAS contamination, New Distribution System, New Water District",100,"$2,912,700",110,"$9,444,220,465",
19741,Westchester,SCOTTS CORNER WD / Pound Ridge (T),"Creation of the Scotts Corners WD to Serve Contaminated Private Wells, Consolidate Several Public Water Systems, and Address PFAS, New Water District",114,"$10,907,000",70,"$9,455,127,465",
19105,Westchester,MEADOWS AT CROSS RIVER / Meadow Water-Works Corp.,"Removal of sodium chloride and PFAS from water system, Upgrade Water Treatment Plant",630,"$952,750",70,"$9,456,080,215",
19049,Westchester,KENSICO WATER DISTRICT / Mount Pleasant (T),"Kensico WD Storage Tank and Treatment Improvements, Upgrade Storage, Upgrade Distribution System","17,452","$9,221,695",65,"$9,465,301,910",
19481,Westchester,SUNSET RIDGE WD / North Salem (T),"New ion exchange treatment system for PFOS/PFOA removal, Upgrade Water Treatment Plant",570,"$91,696",55,"$9,465,393,606",
19850,Westchester,PABST WATER SYSTEM / North Salem (T),"Installation of PFAS removal system., Upgrade Water Treatment Plant",250,"$845,820",55,"$9,466,239,426",
19577,Westchester,YONKERS (C) / Yonkers (C),"Hillview Entry Point Disinfection Facility, New Water Treatment Plant","110,000","$30,000,000",45,"$9,496,239,426",
19091,Westchester,PEEKSKILL (C) / Peekskill (C),"Storage Tank and Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","24,075","$5,000,000",40,"$9,501,239,426",
18502,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),"Phase VIIB water main replacement, Upgrade Distribution System","11,860","$2,613,549",35,"$9,503,852,975",
19475,Westchester,WHITE PLAINS (C) / White Plains (C),"New Orchard Street WTP, New Water Treatment Plant","56,000","$48,681,945",35,"$9,552,534,920",
18946,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station; add second connection to Shaft 20, Upgrade Transmission, Upgrade Pump Station","38,489","$20,274,144",35,"$9,572,809,064",
19350,Westchester,TARRYTOWN (V) / Tarrytown (V),"Phase VIII water main replacement , Upgrade Distribution System","11,860","$3,600,000",35,"$9,576,409,064",
19570,Westchester,PEEKSKILL (C) / Peekskill (C),"Camp Field Reservoir dredging, Lower Wiccopee Dam spillway modifications, and water main replacement, Upgrade Surface Water Source, Upgrade Distribution System","25,514","$8,166,000",30,"$9,584,575,064",
19367,Westchester,PEEKSKILL (C) / Peekskill (C),"Lead Service Line Inventory, Upgrade Distribution System","24,075","$1,465,690",30,"$9,586,040,754",
19593,Westchester,MT. VERNON BOARD OF WATER / Mt. Vernon (C),"Lead Service Line Replacement., Upgrade Distribution System","1,200","$6,100,000",25,"$9,592,140,754",
18503,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,Upgrade Pump Station,"55,210","$3,300,000",25,"$9,595,440,754",
18496,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection","38,489","$12,119,500",25,"$9,607,560,254",
19765,Westchester,YONKERS (C) / Yonkers (C),"Replacement of 750 LF of transmission main, Upgrade Distribution System","60,070","$1,997,720",25,"$9,609,557,974",
19360,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),Upgrade Pump Station,"11,000","$250,000",20,"$9,609,807,974",
19336,Westchester,YONKERS (C) / Yonkers (C),"Lead Service Line Inventory., Upgrade Distribution System","211,569","$3,115,750",20,"$9,612,923,724",
18933,Westchester,YONKERS (C) / Yonkers (C),"Construction of CT compliance monitoring facilities, New Surface Water Treatment Rule Compliance Facility","200,370","$1,250,000",20,"$9,614,173,724",
18931,Westchester,YONKERS (C) / Yonkers (C),"Replacement of Hillview Phosphoric Acid storage tanks, Upgrade Water Treatment Plant","200,370","$310,000",20,"$9,614,483,724",
15220,Westchester,NEW WELL / North Salem (T),"Reactivation and treatment of Well #4., New Ground Water Source",200,"$536,384",20,"$9,615,020,108",
19718,Westchester,CROTON-ON-HUDSON (V) / Croton-On-Hudson (V),"Harrison Street Water Main Improvements, Extend Distribution System, Upgrade Distribution System","8,210","$1,236,000",15,"$9,616,256,108",
19717,Westchester,YORKTOWN (T) / Yorktown (T),"Water Tank Rehibilitation, Upgrade Storage","35,545","$2,400,000",15,"$9,618,656,108",
19643,Westchester,NORTH SALEM (T) / North Salem (T),"Salem Acres water main replacement, Upgrade Distribution System",150,"$306,417",15,"$9,618,962,525",
19416,Westchester,NEW CASTLE (T) / New Castle (T),"Bedford Road Pump Station Upgrades, Upgrade Pump Station","2,000","$1,056,591",15,"$9,620,019,116",
19388,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Lead Service Line Inventory, Upgrade Distribution System","32,000","$134,000",15,"$9,620,153,116",
19373,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Lead Service Line Replacement, Upgrade Distribution System","32,000","$3,441,000",15,"$9,623,594,116",
19346,Westchester,WESTCHESTER COUNTY WD #3 / Westchester County,"Water Tower Rehabilitation , Upgrade Storage","6,000","$6,781,000",15,"$9,630,375,116",
18957,Westchester,AMAWALK-SHENOROCK WATER DIST. / Somers (T),Upgrade Storage,"3,800","$577,830",15,"$9,630,952,946",
19344,Westchester,LARCHMONT (V) / Larchmont (V),"Lead Service Line Inventory, Upgrade Distribution System","6,630","$2,510,728",15,"$9,633,463,674",
18952,Westchester,AMAWALK-SHENOROCK WATER DIST. / Somers (T),Upgrade Distribution System,"3,800","$1,993,514",15,"$9,635,457,188",
18945,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"Fairview Tank Replacement, Upgrade Storage","38,489","$7,810,000",15,"$9,643,267,188",
19756,Westchester,NEW CASTLE/STANWOOD W.D. / New Castle (T),"Metro-North Railroad Water Main Replacement, Upgrade Distribution System","18,311","$1,224,929",15,"$9,644,492,117",
19270,Westchester,COUNTY WATER DISTRICT #1 / Westchester County,"Rehab Shaft 22 and Kensico Dam Chlorination Facility, Upgrade Other Expenses, Upgrade Other (OT)","363,274","$6,674,400",15,"$9,651,166,517",
19871,Westchester,YORKTOWN (T) / Yorktown (T),"Cleaning and Reinforced Lining of Water Main on Route 202 and Greenwood Street, Upgrade Distribution System","26,400","$400,000",15,"$9,651,566,517",
19185,Westchester,SCARSDALE WATER DEPARTMENT / Scarsdale (V),"Rehabilitation of CI Main via Cement lining, Upgrade Distribution System","20,883","$3,533,500",10,"$9,655,100,017",
19164,Westchester,COUNTY WATER DISTRICT #1 / Westchester County,"Rehabilitate 71,000 LF of the Kensico Bronx Pipeline, Upgrade Distribution System","363,274","$25,307,100",10,"$9,680,407,117",
19557,Westchester,NEW CASTLE (T) / New Castle (T),"Water main replacement on Quaker Street, Upgrade Distribution System","1,590","$13,604,800",10,"$9,694,011,917",
18793,Westchester,IRVINGTON (V) / Irvington (V),"Replacement of approximately 800 feet of distribution main, Upgrade Distribution System","6,420","$1,240,815",10,"$9,695,252,732",
19019,Westchester,OSSINING WATER DEPARTMENT / Ossining (T),"North State Road Water Main Replacement, Upgrade Distribution System","30,000","$5,170,611",10,"$9,700,423,343",
18382,Westchester,YORKTOWN CONSOLD. WATER DIST.#1 / Yorktown (T),"Watermain Cleaning and Lining., Upgrade Distribution System","36,000","$2,473,550",10,"$9,702,896,893",
